source,target
29422,109107
56853,94025
63404,147453
21122,46832
177920,57084
177920,117506
63404,91679
128316,30767
29422,92948
94034,94036
78004,119449
29422,168185
29422,129887
93686,23019
93686,93658
91983,17887
63404,128328
63404,133908
133978,95043
3844,3826
128316,119449
63404,63498
63404,188293
78004,115800
29422,55685
95284,119494
95284,30032
29422,78038
91983,32038
63404,92171
29422,102578
81838,95002
29422,91331
29422,29780
78004,24195
95284,75460
93686,27047
63404,112966
93686,128321
95284,16599
29422,29181
63404,86495
177920,14787
93634,66634
63404,63365
29422,21974
43981,14225
19342,96715
63404,92504
29422,180178
63404,28344
78004,119380
29422,75076
63404,57270
177920,18918
91983,29749
93686,77785
63404,21403
93634,38491
29422,160601
95284,47561
93686,4844
29422,47756
63404,25170
4953,189561
29422,44328
78004,26448
95284,89591
91413,177394
59370,161503
18516,18525
94354,177029
65423,120168
94354,93531
65423,141702
185248,94998
185809,107020
65423,119494
185248,16669
65423,155312
65423,128328
94354,172240
154118,18230
65423,120614
59166,90532
63712,63706
18516,62666
24791,52385
18516,92268
65423,119426
18516,18510
59166,95296
91739,47561
59370,181450
185809,90562
59370,177017
87118,92888
186147,186162
14866,78069
168396,27543
65423,27049
59166,63404
65423,93686
91443,190643
65423,27121
168396,16656
18516,95741
91739,47620
14866,14814
24791,52296
65423,119452
65423,120827
65423,31343
14866,25107
14866,177153
86752,95270
87118,93281
65423,155407
86752,107020
24791,39465
65423,93659
185809,4756
65423,77785
24791,49900
24791,155312
24791,141702
93910,177017
14866,141702
14866,94437
24791,187099
91443,190653
65423,30866
185248,86209
85656,153962
18516,118023
24791,125142
90238,57270
63712,177017
65423,59186
185809,106928
24791,125090
185809,93294
14866,92175
24791,24726
185248,94818
65423,120799
94354,20920
65423,65378
94354,29031
94354,80040
59370,93700
86752,90562
14866,119494
24791,119494
24791,91825
65423,128319
65423,177044
185809,155498
65423,177296
65423,34653
94354,92538
91739,47638
65423,24840
154118,90703
65423,16617
22032,123912
185248,93281
22032,119494
65423,93637
24791,90662
86752,31292
94526,94455
168396,18973
94354,116303
65423,120211
87118,93277
94354,115709
168396,168488
190643,91443
43243,141702
65423,60457
18516,92269
190643,190653
14866,133397
22032,141702
14866,155312
94354,94101
24791,171945
18516,29003
24791,106417
22032,24630
94354,90703
65423,23019
185809,168328
94354,94102
65423,93690
65423,119396
24791,128328
94354,32003
185809,110095
18516,90677
65423,120787
43243,119494
93910,34696
65423,78004
65423,120228
190643,95076
94354,18230
168396,172030
65423,177394
14866,61898
185809,78649
86752,168328
18516,177261
22032,119405
90238,191915
86752,192171
94526,86801
59370,93698
154118,95700
87118,91555
190643,141702
3254,104638
185248,93277
63712,63709
94354,86192
154118,119494
168396,193612
59370,34696
18516,106417
94354,119494
18516,18507
59370,94711
59370,120856
18516,67763
94354,155312
18516,92174
186147,191578
159122,94025
65423,91136
65423,16702
24791,29003
159122,91893
185248,91555
65423,116576
91095,95272
185248,185241
18516,49536
59370,147297
65423,120727
190643,119494
185809,41461
93910,177006
168396,171933
65423,120771
65423,105125
65423,187080
65423,91381
86752,4756
87118,92911
24791,64941
24791,16841
65423,187184
154118,6051
65423,55685
65423,42911
59370,94713
18516,95445
185248,86973
65423,60370
65423,4822
85104,141702
63712,171932
22032,128328
93928,71358
24791,52082
86752,95435
14866,55685
190643,155312
24791,90910
185248,43141
18516,62692
65423,75413
185809,94869
94526,155116
65423,115723
1702,3826
91739,128328
65423,65470
185809,53718
55158,50402
168396,16658
18516,62767
59166,103424
65423,120664
93910,171932
91443,119494
94354,126515
65423,27053
155095,18230
63712,34696
177096,57016
185809,106983
24791,121628
85104,119494
59166,92305
178662,147297
14866,128328
18516,18499
14866,150302
65423,93694
92171,133752
92171,179738
31808,95271
172030,177372
31808,16100
92171,141702
31808,16103
52385,171945
90665,94869
52385,125142
92171,121628
52385,155312
31808,91108
52385,119494
52385,52296
92171,119494
92171,155312
63415,86103
172030,32464
31808,32038
172030,59076
90665,53718
53693,94869
31808,3340
172030,16656
76859,92571
52385,125090
63415,90532
52385,141702
63415,63404
92171,133876
92171,133852
92171,133909
92171,132986
172030,171901
191929,92665
53693,53718
188236,18230
31808,127075
56021,6051
56021,94229
31808,32222
120916,95038
92171,179747
31808,177267
31808,31864
92171,187198
52385,52126
172030,95272
53693,95271
92171,16542
31808,177289
52385,59893
53693,15741
56021,5874
134979,94202
31808,17887
31808,155312
63415,63498
92171,16880
31808,17886
31631,119494
92171,43245
52385,91825
53693,94229
134979,95271
63415,92305
21589,92175
188236,90703
92171,65465
143864,16621
52385,16841
92171,133877
90665,94229
172030,75476
31808,6441
31631,132417
143864,123725
52385,106417
31808,30389
172030,183841
56021,3336
188236,119494
172030,18973
21785,119494
92171,123912
31808,127441
188236,93465
134979,177029
172030,91081
92171,128328
52385,103076
52385,187099
52385,90613
52385,121628
134979,48276
76859,91116
172030,89613
56021,94869
56021,118175
52385,176997
172030,14694
120916,59420
53693,177288
32489,32518
31808,31817
21785,141702
52385,65851
31631,155312
56021,53718
92171,133716
21589,19292
92171,115715
188236,155312
52385,177077
56021,118181
31808,4461
34937,177153
31631,141702
120916,87841
63415,90695
56021,16100
18499,18525
21589,141702
92171,174318
56021,3351
21785,91116
21589,177153
21785,30866
53693,98117
52385,69518
32489,32622
56021,5926
120916,189561
56021,95271
32489,92931
133111,67271
92171,42911
32489,32502
56021,119396
62748,78934
52385,39465
92171,182832
31631,132700
172030,95056
92171,30866
31808,177288
172030,181830
63415,108023
31808,70664
21589,119494
78060,14857
92171,16881
92171,22057
80783,92175
92171,133798
188236,151777
31808,32322
31808,32071
63415,63546
92171,46763
31808,119494
62748,29003
56021,32322
91678,91679
172030,177137
78060,18923
31808,6051
21785,155312
5614,168312
45914,128594
21785,119383
53693,32322
134979,104950
172030,59020
188236,168312
53693,91919
31808,171329
32489,128232
52385,52082
52385,141832
31808,93514
172030,147297
52385,141849
172030,16078
92171,67846
92171,94150
53693,177289
191929,78623
78060,145241
92518,94025
172030,84525
80783,119494
32489,14824
76859,141702
32489,95258
32489,144979
53693,155312
92518,75262
92171,133805
53693,16100
31808,171335
133111,141702
76859,119494
31631,132412
31808,83293
32489,14857
172030,27543
172030,89612
63415,63369
91678,24040
59224,14850
62748,155312
134979,90705
172030,16599
80783,141702
52385,64941
63415,92290
21785,174318
134979,135037
105990,93281
45747,126842
31808,30381
44325,141702
59224,14929
172030,171933
52385,23864
34937,92175
21589,155312
90665,95271
21589,47620
63415,97540
120916,14814
52385,29052
92171,187000
92171,61078
31631,132706
52385,52073
31808,59198
53693,119494
92171,119405
44325,44328
53693,32038
52385,128328
52385,29003
63415,63635
31808,119396
63415,187107
22857,155312
53693,53629
56021,119418
31808,81759
31808,86227
31808,3336
62748,106417
3260,36751
52385,95062
92171,90532
45747,126841
21785,115349
133111,177296
92171,119396
21589,59146
53693,6051
31808,98117
92171,133751
31808,132457
32489,91174
143864,93745
92171,133508
56021,155312
92171,14731
188236,95046
53693,31864
31631,31629
62748,62766
53693,53689
172030,186578
53693,118181
92171,62120
52385,90910
133111,119494
52385,52783
62748,92268
92171,24630
52385,16842
22857,141702
31808,177029
63415,91221
133111,14841
78080,90708
92171,22021
56021,177289
21785,30697
31631,177029
31631,155407
34937,141702
92171,133562
52385,177389
32489,46832
145230,155312
63415,15698
92171,133170
63415,95688
21785,128328
31808,30382
172030,22100
53693,25894
52385,29004
78080,176700
191929,78626
92171,119380
76859,27049
22857,119494
92171,42297
10871,94680
59224,37077
44325,155312
78060,27528
10871,176674
63415,59005
52385,26183
52385,92174
188236,118181
52385,159714
44325,119494
52385,16190
92171,133861
92171,155407
56021,55889
78060,91342
56021,119403
134979,177291
80783,155312
31808,119385
56021,32038
76859,155312
34937,26448
191929,78632
133111,71333
62748,106494
31808,113176
188236,131701
63415,63692
92171,90913
31808,55889
52385,24726
31808,118181
52385,90662
92518,144979
31808,5926
52385,52109
134979,94189
56021,29749
92171,128325
90665,53693
172030,14873
31808,93291
52385,182813
31631,51455
31631,122962
92518,145088
90665,91919
62748,119494
172030,42030
92171,15712
92171,133501
31808,3351
188236,93512
145230,91458
90665,86227
21785,91119
188236,94759
172030,94803
52385,14731
90665,91918
31808,177291
56021,158482
31808,53718
31808,184541
92171,92831
34937,119494
3260,3289
56021,119494
31631,122742
2828,172240
68426,119494
68426,155312
24053,119494
68426,31926
92154,59893
68426,51839
24053,24040
24053,155312
68426,57270
24053,141702
68426,14875
18304,159714
24053,24195
68426,110215
92154,171945
24053,93659
90991,26702
90991,55685
24053,18891
24053,90913
63635,90532
68426,94038
68426,52486
68426,14914
46763,119494
68426,103076
92154,119494
90991,127719
24053,27525
177069,27478
24053,15712
187196,119494
24053,93409
90991,177033
90991,141702
24053,102831
177069,18909
63635,149513
92154,141849
86151,95283
92154,141702
46763,46782
46763,141702
177069,92948
68426,40556
92154,155312
24053,59066
24053,59213
12920,134064
93315,52400
187196,141702
93973,177033
46763,30866
24053,61078
68426,15741
68426,177029
63635,29780
68426,91398
68426,127071
24053,24066
187196,155312
68426,95271
46763,155312
68426,141702
24053,55685
24053,115704
182813,171945
102326,93147
68426,177125
90991,119494
93315,91847
86151,14857
24053,30866
63635,63404
68426,106406
115712,141702
115712,179738
68426,172240
24053,16702
24053,95271
68426,110217
92154,75986
86151,27528
24053,91116
46763,46784
92154,16190
24053,125377
68426,177291
68426,80040
24053,177296
90991,155312
92154,141832
154699,90453
63635,57084
46763,67846
177069,95260
24053,92175
24053,29780
18304,25025
61967,130068
24053,24197
24053,27049
174435,14677
68426,16840
24053,174318
63635,185503
68426,103659
24053,94065
63635,185488
115712,133752
57922,77363
187196,27525
186990,182832
63635,185497
68426,151824
18304,159851
90991,28770
68426,159851
24053,27469
92154,187099
24053,24203
161265,177029
24053,175167
90991,91116
68426,18006
24053,94055
49419,49448
92154,22917
24053,177153
174435,180340
86151,18923
63635,119494
18304,121628
24053,47620
63635,141702
63635,177261
24053,16815
161265,95271
174435,94177
57922,177296
86151,18944
24053,128328
24053,123912
182813,119494
68426,119406
102872,141702
18304,133861
63635,32037
92154,24792
92154,52385
49419,91406
24053,193994
86151,45505
57922,14843
24053,32161
24053,75922
63635,155312
27050,120168
177069,46055
90991,90913
12920,12917
63635,92117
93973,91302
46763,91116
19671,93281
92154,65851
64930,15741
86151,175625
24053,26448
115712,155312
24053,24221
182813,94889
49419,92471
46763,42911
24053,60372
63635,185525
68426,136432
63635,24053
187196,90913
24053,14843
92154,52296
177069,85906
92436,175625
68426,66861
92154,125142
68426,113700
92154,22913
49419,154101
24053,133022
24053,16875
86151,94289
68426,28995
115712,16879
24053,119420
182813,59893
115712,119494
57536,155312
86151,171917
88169,95272
158314,158339
102872,119494
46763,119383
24053,50402
102872,155312
174435,52400
126823,94016
126823,94018
90991,16599
24053,85725
46763,128328
90991,24066
49419,182768
90991,171903
63635,64805
46763,30780
24053,24204
63635,15712
68426,128636
27050,141702
86151,13301
126823,91704
18304,61086
92154,115264
90991,22100
24053,94046
18304,52385
94399,95029
115712,115615
24053,64805
93973,47561
92236,26038
182813,52385
86151,22100
68426,95122
46763,119396
18304,119494
63635,18990
24053,120664
46763,46791
154699,91330
92154,68161
92154,94889
126856,93878
92154,128328
92154,115424
115712,190957
86151,13194
182813,155312
86151,93679
63635,128328
90991,119405
63635,39725
92236,13454
158288,158339
182813,141702
24053,91123
86151,89613
24053,67846
68426,59181
24053,177014
92154,16841
90991,89613
151768,177394
145602,59340
18304,13487
49419,95245
46763,119405
49419,82394
19671,93277
63635,171903
93973,18912
63635,185511
46763,174318
49419,119975
161265,15741
187196,30866
19671,91555
24053,187196
93973,34416
187196,93659
145602,32464
68426,98117
187196,59213
57536,119494
68426,131737
63635,63369
24053,119436
63635,117504
63635,24066
187196,93409
92154,169633
63635,32161
63635,29208
24053,131444
90991,93905
18304,69518
24053,67271
177069,34941
186990,141702
68426,83293
24053,119441
90991,30866
24053,24200
186990,133752
34671,34677
177069,95434
46763,30767
18304,176349
46763,179738
18304,112785
46763,120614
115712,123912
63635,117506
49419,125817
27050,128328
18304,155312
68426,68808
63635,102831
68426,106442
63635,115650
145602,95272
68426,51862
86151,4891
18304,68435
24053,34747
68426,33938
24053,27473
171202,155312
187196,115704
68426,146599
90991,91123
187196,177296
18304,141702
90991,91120
63635,18891
68426,93718
63635,24040
115712,92384
68426,95270
24053,32037
68426,159854
93315,180537
115712,128328
24053,4883
177069,91670
68426,95455
90991,177017
39099,66634
63635,32430
68426,24570
68426,32038
93973,47620
24053,93512
92154,42911
18304,57169
90991,90937
68426,177288
24053,29208
90991,14770
27050,27121
92154,125090
24053,185503
94399,94177
186875,106417
63635,133908
63635,57270
171202,119494
49419,103087
90991,96398
68426,93438
38972,105125
86691,86569
90991,24040
115712,66496
24053,30697
14823,91704
27050,119494
92154,22017
61967,141702
61967,119494
186990,75986
63635,117503
24053,4871
151768,90703
27050,155312
90991,19292
24053,177261
63635,185477
63635,117494
18304,130133
24053,29032
90991,128328
92154,131732
63635,117505
46763,123912
61967,90704
68426,147453
61967,14814
68426,170949
18304,125142
93973,4850
86151,145094
90991,171918
115712,121628
90991,119420
68426,45297
63635,133233
49419,154104
68426,155858
88169,30537
177069,141702
90991,18931
68426,106417
187196,119420
92154,24997
24053,177033
18304,155272
24053,89720
90991,92175
46763,91119
186990,179738
92154,24630
187196,24195
161265,177291
49419,90559
186990,24630
177069,19292
126823,18947
145602,14844
18304,59257
24053,24060
115712,174318
90991,67846
68426,91140
187196,27049
186990,121628
24053,155407
59152,95271
59152,83293
59152,127441
59152,16103
92367,75922
59152,32038
59152,16100
59152,31864
59152,32222
92367,67271
59152,44559
92367,71333
70315,18946
70315,14819
70315,27518
59152,41049
59152,95401
59152,177029
18507,18525
18242,90704
63378,63404
70315,125975
70315,88888
125956,126784
59152,32322
59152,4461
63378,90532
169648,86934
59152,16099
59152,155312
59152,177267
169648,86932
128651,155312
16221,16190
155146,141702
59152,32071
119437,95272
155146,119494
59152,93892
63378,91221
59152,83352
92367,171914
59152,119494
107743,172024
98045,52385
92367,14225
155146,155312
92367,92549
16221,91455
59152,134854
175242,177107
92367,67295
98045,39465
128651,119494
59152,42540
59152,32194
21465,190653
59152,93291
75468,95272
59152,177288
63378,15698
92367,154708
98108,16656
98108,27543
63378,170147
92367,55795
125956,191131
98045,24726
190661,95325
92367,141702
59152,127075
59152,6051
125956,88888
169648,123912
59152,177291
119437,59020
70315,61047
59152,177289
59152,177287
59152,194493
18242,59062
190661,94606
190661,57833
18507,18516
91921,18230
18242,109075
92367,193571
98045,155312
91921,95270
59152,194560
98045,125142
18242,177296
91921,90703
70315,91110
59152,194400
125956,27518
107743,90554
155146,119420
98108,193612
92367,119494
70315,4834
128523,14770
18242,171903
92367,16599
75468,171901
98108,168488
70315,151570
59152,94672
125956,18946
70315,60391
128651,141702
98108,168460
44328,141702
94791,141702
59152,98117
92367,155312
107743,14800
169648,141702
98045,90662
70043,70040
155146,26448
44328,92571
173114,161307
70043,141702
59152,121476
92367,16656
92367,92368
168432,27543
98045,52082
18507,62666
119975,125817
92367,147297
155146,177153
59152,104950
66596,123734
128651,59893
92367,14773
59152,27983
155146,30866
92367,34440
155146,128328
98045,141702
59152,83278
16221,155312
119437,89613
92367,27543
75468,59020
18154,18900
128651,128636
59152,42530
190661,14886
169648,61087
92367,22100
18242,161666
59152,141702
85984,91893
98045,52296
59152,32235
98045,119494
98045,98073
65301,141702
128651,102550
18154,173616
59152,95400
94172,92836
128651,128192
65301,119494
16221,92181
63378,15834
128523,14814
128523,22100
60385,14677
141843,95271
63378,15741
63378,63415
21465,121920
59152,32003
66596,93745
98045,63927
59152,171329
59152,132457
107743,10862
98108,18973
128651,171945
98045,52073
190661,177017
59152,24195
16221,23028
107743,91751
44328,155312
60092,93138
59152,92799
18844,177017
113393,90560
155146,92175
70315,43062
59152,91475
70043,24195
18242,86883
70315,125957
92832,92836
59152,5926
190661,190678
141843,119494
190661,190653
92367,91307
59152,6441
44328,119494
98045,171945
92313,52400
59152,171335
107743,128464
30751,91116
92313,91827
59152,18230
16221,119494
59152,93409
95675,95323
21465,57833
117548,117541
169648,119494
59152,3340
59152,93514
59152,91108
16221,42911
75468,75476
70043,59066
98045,90910
92367,156523
70043,15712
119437,171901
59152,118181
141843,185843
65301,155312
18507,18510
75468,14694
92367,48829
16221,141702
125956,125975
98045,52124
18242,47620
59152,28983
70315,96668
107743,141683
60092,177347
59066,141702
59066,24195
59066,119494
59066,24040
59066,61078
59066,93512
59066,155312
43221,119494
12917,134064
59066,15712
59066,123912
63999,63927
59066,18891
59066,90913
132806,108880
59066,30866
59066,95271
132806,132807
59066,174318
57662,16617
43221,155312
59066,91116
94156,132882
43221,141702
57662,27121
43221,30866
94156,132842
59066,177014
93202,104950
57662,57669
28942,16078
57662,57676
63999,29004
43221,67846
57662,18944
43221,119405
59066,16815
93202,90705
185177,66050
93202,135037
59066,24209
57662,93679
59066,24196
186551,34513
59066,24197
87171,18946
57662,53739
87171,27518
59066,24211
87171,14819
59066,77363
57662,27049
59066,24200
59066,133752
43221,174318
63999,69518
59066,24203
59066,67695
59066,90855
59066,24221
63999,150013
94156,172240
186551,14885
57662,155990
57662,93686
59066,16702
63999,121628
59066,24204
87171,125975
185177,128464
63999,155312
57662,155312
63999,187000
57662,141702
28942,27463
132806,86742
94156,123734
12917,16643
57662,120168
82474,104638
59066,60372
159078,14879
57662,4820
185177,172024
59066,24066
43221,46782
59066,55685
63999,52385
59066,93659
57662,60457
87171,91110
59066,25746
43221,46763
59066,15741
57662,119494
63999,119494
59066,190957
133297,92948
59066,92175
59066,24210
63999,141702
87171,88888
145865,159151
57662,22100
59066,93207
57662,120514
186551,186578
59066,67846
43221,91116
148671,91555
43221,123912
59066,187065
145865,90453
57662,46804
63999,16575
93202,177029
63999,150047
57662,93700
63999,159714
57662,93659
57662,91173
93273,91555
59066,119427
159078,14950
59066,4667
59066,24053
94156,133970
12917,12920
59066,24060
186551,26653
117501,123912
12917,94160
87171,61047
57662,177296
63999,13459
57662,119405
43221,78004
192791,25306
117501,141702
63999,59125
59066,144466
63999,91825
59066,115615
63999,187018
63999,154707
63999,63951
63999,125090
57662,120827
192791,95271
59066,46782
192791,141702
117501,119494
63999,128328
59066,92381
63999,52082
63999,133861
157445,75922
107733,92348
133297,141702
185177,185182
43221,115349
43221,68225
93202,94194
63999,63989
93273,90473
93202,90703
57662,91327
43221,171918
28942,16032
59066,175167
107733,93311
107733,166535
93202,134910
59066,13454
82474,82480
132806,105125
132806,147336
59066,177029
63999,52296
63999,155272
87171,70315
43221,128325
57662,59186
59066,28977
43221,42911
28942,15380
93202,94200
43221,119383
59066,91123
63999,86759
63999,128319
43221,46784
94156,116303
93202,94202
3859,81759
95258,18923
3859,31902
131984,95271
38561,177029
129929,47561
90796,103659
95258,14857
131984,177267
52005,95320
90796,170949
38561,91487
90796,70122
91492,154109
90796,119494
95258,91174
190630,92384
90796,31926
52005,95272
90796,51839
153125,51819
91492,91487
92841,82430
52005,171901
90796,136432
90796,94038
190630,190653
194537,123799
17850,16190
17850,90619
90796,68426
90378,23246
52126,52385
3859,38810
190630,190957
19793,21667
92841,66755
153125,68825
90796,155312
29041,150013
29041,86759
90378,95271
193428,90560
74026,172240
52005,75476
58928,24195
143915,95271
92841,60616
129929,47620
131984,83293
62767,118023
91450,92170
3859,93428
58928,141702
190630,54560
90796,40556
90796,95455
131984,93409
52005,59020
190630,95076
3859,177029
3859,135701
131984,32038
3859,95271
90796,52486
92841,18301
19670,165679
38561,123802
129929,47638
90796,93438
95258,27528
131984,169528
52005,14694
90796,177125
17850,133053
131984,171329
90796,85237
60597,119494
193428,14332
190630,18994
19670,92888
91492,93311
19793,79199
190630,141702
98344,93429
190630,189821
92841,96898
34747,27473
190630,21465
17850,17851
3859,98117
38561,132701
29041,79244
91450,133026
60597,141702
42032,96398
190630,21831
52126,171945
91492,124135
190630,128328
90796,128636
129929,47631
3859,31897
90796,51862
90796,126938
91492,38819
190630,119494
58928,119494
190630,191055
193545,172030
131984,169546
194537,132701
131984,32194
95258,24840
91492,79595
58928,25677
3859,91140
3859,155312
3859,91108
3859,177288
95258,32502
132698,14836
91492,38526
17850,27568
52126,155312
3859,91398
91492,18103
3859,104950
34747,50402
91492,103087
3859,63147
131984,171335
190630,21849
92841,86305
19670,4340
143986,186578
190630,90627
190630,190656
91450,36951
91492,154111
60597,155312
19793,85856
56001,150155
62767,18525
21008,123799
193545,177372
131984,92559
95258,91181
74026,116303
91492,18159
90796,14875
38561,132882
90378,96062
17850,135664
3859,55890
92841,59194
52005,59108
3859,173200
190630,155312
132698,179627
19670,4336
131984,16099
3859,31900
91450,133027
92263,177107
3859,132842
119531,105531
93654,18960
93654,66984
95258,128232
131984,127441
94140,52385
58928,93512
34747,34746
92263,90862
91450,29052
60597,128328
92841,159545
52126,119494
90796,106538
34747,34749
91450,36950
90796,94764
52126,125142
91450,67763
95258,144979
129929,177279
190630,61087
19670,90708
60597,119405
34747,89613
91450,155312
90796,32901
38561,92563
90796,16840
91492,90735
190630,190621
3859,119494
91492,154112
133697,133752
86913,91285
60597,34363
58928,155312
91492,3311
90796,155840
91450,141702
190630,123912
119531,125817
98344,35464
3859,177291
90378,177267
59292,165679
129929,177033
93654,120780
190630,190643
66979,22100
62767,106417
91492,85491
16457,59020
95258,89613
19670,5550
90378,32194
190630,115615
58928,95271
90796,85958
34747,119494
190630,93388
94140,91825
131984,59177
91450,119494
190630,182148
52005,85730
17850,190653
34747,177037
38561,132842
98344,92188
52005,89590
131984,127075
17850,23028
58928,24197
90796,28023
190630,91443
52126,52296
143986,14885
190630,95099
56001,56173
34684,18946
95258,120168
98344,98278
19670,93245
52005,32464
90796,14914
34747,141702
74026,20234
19670,127284
52126,141702
190630,95154
190630,112946
94140,121628
93654,93686
16457,95272
3859,16100
3859,57270
153125,92665
17850,194686
38561,172240
56001,17976
90796,132931
90378,90386
131984,27983
92263,92249
90796,155858
190630,92752
91450,92197
131984,194400
17850,91679
123912,141702
123912,119494
123912,155312
83278,83293
123912,30866
123912,174318
123912,93512
83278,95271
123912,24630
123912,115349
123912,67846
123912,24195
25306,141702
25306,90945
123912,68225
123912,119405
25306,91591
150291,25107
123912,119457
123912,95271
25306,155312
34941,27478
123912,146872
123912,128328
25306,95271
123912,119380
59143,171918
119418,155312
123912,68199
25306,119494
150291,183411
25306,3351
119418,119494
123912,115615
143836,14857
143836,18923
123912,90913
83278,16100
83278,42540
83278,31864
123912,119422
150291,150302
59143,119405
94912,168328
34941,18909
91174,95258
104915,25306
25306,6051
83278,32038
131731,119494
143836,24840
25306,25170
123912,21994
123912,119445
25306,4653
131731,155312
91174,32502
50368,141702
123912,119396
123912,128325
25306,184247
187070,141702
187070,155312
25306,98117
58985,94177
50368,119494
25306,5857
25306,16100
123912,119449
104915,25170
25306,90943
150291,16302
187070,119494
50368,93409
44291,141702
143836,145241
123912,16815
83278,44559
143836,27049
25306,119380
91174,18923
50368,155312
143836,155312
52804,57349
83278,95401
123912,91116
58985,14677
119418,18230
131731,172240
34941,92948
123912,125377
143836,141702
143836,119494
58985,180340
44291,177153
150291,90619
58985,52400
44291,119494
59143,78004
119418,95271
94865,92305
143836,120771
83278,127441
25306,118181
25306,184235
25306,24250
25306,104950
91174,14857
59917,59893
59143,119494
52804,57270
104915,104950
143836,115723
59143,93377
25306,128328
187070,119380
83278,41049
123912,44477
25306,119418
25306,91116
25306,5926
123912,119434
44291,92175
91044,56729
123912,78004
83278,59152
123912,22021
25306,119420
83278,32222
143836,93659
120109,141702
190600,90619
83278,42530
50368,119441
25306,30866
83278,83352
143836,59213
91044,165679
143836,27528
44291,155312
123912,30767
83278,4461
143836,154857
52804,32430
119418,118181
159126,94025
34941,95260
83278,134854
83278,32071
143836,131447
25306,158482
91174,27528
123912,128321
123912,128323
143836,90489
91044,4336
143836,23019
123912,61078
68968,69012
123912,24066
59143,141702
104915,91591
52804,52799
123912,25677
143836,120664
86230,86742
123912,119383
25306,86632
123912,166411
104915,95271
120109,120614
143836,120827
63589,63404
104915,98117
143836,120168
91044,4340
83278,155312
25306,93905
123912,155407
123912,51324
59143,155312
190600,190653
58985,174435
131731,177029
150291,55685
25306,91704
25306,3336
83278,32322
120109,119494
24839,120168
150291,115734
170825,150561
25306,119396
52804,57225
120109,155312
59143,78016
143836,154853
25306,119436
52804,18572
58985,180537
91044,5550
119418,141702
86230,147297
170994,38857
119418,6051
123912,115264
164973,95323
25306,32038
123912,146834
68951,31926
25472,108880
52804,155272
83278,119494
123912,16100
143836,120799
143836,4891
123912,144547
25306,115702
123912,187065
68951,68426
123912,68161
44291,90913
102219,14850
123912,16852
25306,155407
25306,119425
120109,120168
143836,144869
25306,177017
131731,141702
123912,112480
187070,123912
120109,119426
25306,115800
143836,102831
123912,179738
123912,43251
123912,119436
123912,190957
119418,119396
25306,15741
25306,24066
59143,14802
123912,119448
123912,67695
131731,95271
34941,46055
143836,120787
25306,60372
123912,42911
131731,20234
123912,119384
25306,175167
83278,16099
123912,30696
59917,119494
143836,128328
37699,93428
59917,141702
59917,171945
187070,26038
50368,119380
123912,187109
143836,94289
25306,34696
25306,90991
119418,90703
25472,132807
170825,165679
25306,26038
150291,78069
123912,59066
59917,155312
34941,85906
91174,46832
86230,147042
25306,119441
120109,93686
187070,95271
123912,115782
25306,67673
59143,34458
44291,119409
59143,14805
123912,90855
91174,24840
25306,26448
50368,128328
123912,15712
25306,177153
24839,24840
150291,119494
123912,171918
123912,144466
50368,123912
52804,18917
120109,120827
58985,93538
25306,91398
59143,123912
59143,77937
104915,141702
25306,94046
123912,91119
50368,95271
83278,94672
143836,59186
120109,128328
104915,6051
40070,119494
104915,4653
91174,144979
44291,30866
187070,15741
152838,16704
123912,26448
143836,16702
4694,93512
25306,24195
123912,177029
164973,25560
58985,154264
120109,93694
108936,108593
143836,27525
120109,59186
25306,90913
119418,119425
86230,132807
120109,27049
187070,25306
25306,119449
119418,16100
83278,93533
25306,131327
25306,165210
44291,26448
123912,128329
143836,120614
120109,119452
143836,91342
58985,92899
44291,80660
190600,91679
63589,90532
123912,177288
25306,32322
25306,26702
91044,127284
123912,46763
50368,91591
143836,119426
123912,91475
131731,116303
83278,177267
25306,91123
104915,155312
25306,91119
44291,174318
25306,31864
143836,145202
50368,25306
123912,119458
123912,25746
25306,4461
58985,91847
150291,141702
50368,91152
143836,119452
123912,112946
25306,5944
164973,172028
119418,119430
25306,92175
91174,90841
25306,25677
94912,95270
72863,103507
123912,93409
94912,4756
104915,16100
119418,177029
94865,63479
123912,119420
50368,86632
86582,90708
104915,24250
68951,90585
123912,133752
59143,68109
50368,119420
123912,43229
25306,90932
104915,5857
131731,18230
131731,80040
123912,15741
123912,128319
143836,13894
58985,85160
25306,90937
123912,24201
25306,30780
25306,90705
143836,94305
123912,31017
83278,93291
58985,94323
137280,141702
91044,105531
25306,90944
50368,30866
25306,93303
123912,68299
25306,15712
120109,27121
123912,32038
24839,14857
4694,141702
123912,24223
34941,22100
143836,133053
59143,68225
25306,135037
137280,155312
25306,119434
91174,155312
123912,46784
120109,177296
25306,119446
25306,177288
83278,93892
25306,104915
25306,93291
86230,108880
94912,107020
25306,118525
123912,115800
123912,115310
150291,91973
25306,35924
131731,132842
25306,60457
68951,15741
123912,30769
123912,78016
164973,95677
131731,51839
94912,18329
123912,61077
18230,90703
18230,155312
18230,119494
18230,118181
18230,6051
18230,119418
14225,67271
14225,71333
96062,23246
18230,95046
18230,54049
106983,18230
18230,95271
75986,59893
18230,177029
18230,94869
18230,91642
18230,94105
18230,119396
18230,119425
18230,94113
106983,90703
18230,151777
18230,3351
18230,118934
18230,119428
14225,75922
18230,183713
106983,95271
18230,155407
18230,95043
106983,95270
106998,90703
